,artist,rank,song,stay,week
442,Dale & Grace,43,Stop And Think It Over,9,1964-02-01
443,The Dixiebelles,44,"Southtown, U.S.A.",8,1964-02-01
444,Jerry Butler,45,Need To Belong,11,1964-02-01
445,Bob And Earl,46,Harlem Shuffle,11,1964-02-01
446,Marvin Gaye,47,Can I Get A Witness,16,1964-02-01
447,Mary Wells,48,What's Easy For Two Is So Hard For One,17,1964-02-01
448,The Girlfriends,49,"My One And Only, Jimmy Boy",7,1964-02-01
449,Ginny Arnell,50,Dumb Head,12,1964-02-01
450,Tommy Roe,51,Come On,8,1964-02-01
451,Tony Bennett,52,The Little Boy,9,1964-02-01
452,Connie Francis,53,In The Summer Of His Years,6,1964-02-01
453,James Brown And The Famous Flames,54,Oh Baby Don't You Weep (Part 1),10,1964-02-01
454,Bobby Goldsboro,55,See The Funny Little Clown,13,1964-02-01
455,Gloria Lynne,56,I Wish You Love,12,1964-02-01
456,The Shirelles,57,Tonight You're Gonna Fall In Love With Me,5,1964-02-01
457,Brooks O'Dell,58,Watch Your Step,9,1964-02-01
458,Betty Everett,59,You're No Good,10,1964-02-01
459,Gene Pitney,60,That Girl Belongs To Yesterday,7,1964-02-01
460,Brook Benton,61,Going Going Gone,7,1964-02-01
461,Otis Redding,62,Pain In My Heart,11,1964-02-01
462,Skeeter Davis,63,He Says The Same Things To Me,7,1964-02-01
463,The Drifters,64,Vaya Con Dios,7,1964-02-01
464,Fats Domino,65,Who Cares,5,1964-02-01
465,Freddy Cannon,66,Abigail Beecher,8,1964-02-01
466,The Marvelettes,67,As Long As I Know He's Mine,13,1964-02-01
467,The Beatles,68,Please Please Me,13,1964-02-01
468,The Crescents Featuring Chiyo,69,Pink Dominos,10,1964-02-01
469,Santo & Johnny,70,I'll Remember (In The Still Of The Night),7,1964-02-01
470,Diane Renay,71,Navy Blue,12,1964-02-01
471,Timmy Shaw,72,Gonna Send You Back To Georgia (A City Slick),7,1964-02-01
472,Dusty Springfield,73,I Only Want To Be With You,10,1964-02-01
473,Barbara Lewis,74,Puppy Love,12,1964-02-01
474,The 4 Seasons,75,Dawn (Go Away),13,1964-02-01
475,The Angels,76,Wow Wow Wee (He's The Boy For Me),7,1964-02-01
476,Sam Cooke,77,Good News,10,1964-02-01
477,The Sapphires,78,Who Do You Love,12,1964-02-01
478,Al Martino,79,I Love You More And More Every Day,11,1964-02-01
479,Anna King,80,If Somebody Told You,6,1964-02-01
480,Frank Sinatra,81,Stay With Me,3,1964-02-01
481,The Duprees featuring Joey Vann,82,(It's No) Sin,5,1964-02-01
482,Pete Seeger,83,Little Boxes,8,1964-02-01
483,The Pixies Three,84,442 Glenwood Avenue,7,1964-02-01
484,Rufus Thomas,85,Can Your Monkey Do The Dog,9,1964-02-01
485,Bobby Vee,86,Stranger In Your Arms,3,1964-02-01
486,Little Peggy March,87,(I'm Watching) Every Little Move You Make,3,1964-02-01
487,The Orlons,88,Shimmy Shimmy,5,1964-02-01
488,Etta James,89,Baby What You Want Me To Do,3,1964-02-01
489,The Pyramids,90,Penetration,10,1964-02-01
490,Hank Jacobs,91,So Far Away,3,1964-02-01
491,Bill Black's Combo,92,Comin' On,5,1964-02-01
492,Clyde McPhatter,93,Deep In The Heart Of Harlem,5,1964-02-01
493,Inez Foxx,94,Ask Me,3,1964-02-01
494,Hank Williams Jr.,95,Long Gone Lonesome Blues,9,1964-02-01
495,Tracey Dey,96,Here Comes The Boy,3,1964-02-01
496,Dee Dee Sharp,97,Where Did I Go Wrong,4,1964-02-01
497,The Crystals,98,Little Boy,3,1964-02-01
498,Johnny Mathis,99,Bye Bye Barbara,7,1964-02-01
499,The Diplomats,100,Here's A Heart,3,1964-02-01
500,The Beatles,1,I Want To Hold Your Hand,15,1964-02-08
501,Lesley Gore,2,You Don't Own Me,13,1964-02-08
502,The Marketts,3,Out Of Limits,14,1964-02-08
503,The Rip Chords,4,Hey Little Cobra,14,1964-02-08
504,Major Lance,5,"Um, Um, Um, Um, Um, Um",11,1964-02-08
505,The Trashmen,6,Surfin' Bird,13,1964-02-08
506,The Beatles,7,She Loves You,15,1964-02-08
507,Rick Nelson,8,For You,11,1964-02-08
508,Dionne Warwick,9,Anyone Who Had A Heart,14,1964-02-08
509,Bobby Vinton,10,There! I've Said It Again,13,1964-02-08
510,The Tams,11,What Kind Of Fool (Do You Think I Am),14,1964-02-08
511,The Impressions,12,Talking About My Baby,9,1964-02-08
512,Al (He's the King) Hirt,13,Java,16,1964-02-08
513,The Kingsmen,14,Louie Louie,18,1964-02-08
514,Jimmy Gilmer And The Fireballs,15,Daisy Petal Pickin',11,1964-02-08
515,Andy Williams,16,A Fool Never Learns,10,1964-02-08
516,Chubby Checker,17,Hooka Tooka,14,1964-02-08
517,Bobby Rydell,18,Forget Him,16,1964-02-08
518,The Murmaids,19,Popsicles And Icicles,14,1964-02-08
519,Nino Tempo & April Stevens,20,Whispering,9,1964-02-08
520,Jan & Dean,21,Drag City,11,1964-02-08
521,The Tymes,22,Somewhere,11,1964-02-08
522,The Rivieras,23,California Sun,10,1964-02-08
523,The 4 Seasons,24,Dawn (Go Away),13,1964-02-08
524,Brenda Lee,25,As Usual,11,1964-02-08
525,Dale & Grace,26,Stop And Think It Over,9,1964-02-08
526,Cliff Richard,27,It's All In The Game,13,1964-02-08
527,The Ronettes,28,"Baby, I Love You",9,1964-02-08
528,The Dixiebelles,29,"Southtown, U.S.A.",8,1964-02-08
529,Dale Ward,30,Letter From Sherry,11,1964-02-08
530,Shirley Ellis,31,The Nitty Gritty,14,1964-02-08
531,Lenny Welch,32,Since I Fell For You,16,1964-02-08
532,Mary Wells,33,What's Easy For Two Is So Hard For One,17,1964-02-08
533,Patti LaBelle And The Blue Belles,34,You'll Never Walk Alone,8,1964-02-08
534,Steve & Eydie,35,I Can't Stop Talking About You,9,1964-02-08
535,The Supremes,36,When The Lovelight Starts Shining Through His Eyes,11,1964-02-08
536,The Cookies,37,Girls Grow Up Faster Than Boys,11,1964-02-08
537,Sammy Davis Jr.,38,The Shelter Of Your Arms,17,1964-02-08
538,Henry Mancini And His Orchestra,39,Charade,11,1964-02-08
539,Tommy Roe,40,Come On,8,1964-02-08
540,The Baja Marimba Band,41,Comin' In The Back Door,9,1964-02-08
541,Diane Renay,42,Navy Blue,12,1964-02-08
542,Martha & The Vandellas,43,Quicksand,12,1964-02-08
543,Bob And Earl,44,Harlem Shuffle,11,1964-02-08
544,Bobby Goldsboro,45,See The Funny Little Clown,13,1964-02-08
545,Al Martino,46,I Love You More And More Every Day,11,1964-02-08
546,James Brown And The Famous Flames,47,Oh Baby Don't You Weep (Part 1),10,1964-02-08
547,Sam Cooke,48,Good News,10,1964-02-08
548,The Angels,49,Wow Wow Wee (He's The Boy For Me),7,1964-02-08
549,Freddy Cannon,50,Abigail Beecher,8,1964-02-08
550,Brook Benton,51,Going Going Gone,7,1964-02-08
551,The Drifters,52,Vaya Con Dios,7,1964-02-08
552,Gloria Lynne,53,I Wish You Love,12,1964-02-08
553,Dusty Springfield,54,I Only Want To Be With You,10,1964-02-08
554,Gene Pitney,55,That Girl Belongs To Yesterday,7,1964-02-08
555,Skeeter Davis,56,He Says The Same Things To Me,7,1964-02-08
556,The Beatles,57,Please Please Me,13,1964-02-08
557,The Sapphires,58,Who Do You Love,12,1964-02-08
558,Santo & Johnny,59,I'll Remember (In The Still Of The Night),7,1964-02-08
559,The Girlfriends,60,"My One And Only, Jimmy Boy",7,1964-02-08
560,Otis Redding,61,Pain In My Heart,11,1964-02-08
561,Ginny Arnell,62,Dumb Head,12,1964-02-08
562,Timmy Shaw,63,Gonna Send You Back To Georgia (A City Slick),7,1964-02-08
563,Barbara Lewis,64,Puppy Love,12,1964-02-08
564,The Shirelles,65,Tonight You're Gonna Fall In Love With Me,5,1964-02-08
565,Tony Bennett,66,The Little Boy,9,1964-02-08
566,The Pyramids,67,Penetration,10,1964-02-08
567,The Beatles,68,I Saw Her Standing There,11,1964-02-08
568,The Crescents Featuring Chiyo,69,Pink Dominos,10,1964-02-08
569,Rufus Thomas,70,Can Your Monkey Do The Dog,9,1964-02-08
570,Johnny Mathis,71,Bye Bye Barbara,7,1964-02-08
571,The Orlons,72,Shimmy Shimmy,5,1964-02-08
572,Brooks O'Dell,73,Watch Your Step,9,1964-02-08
573,The Duprees featuring Joey Vann,74,(It's No) Sin,5,1964-02-08
574,Pete Seeger,75,Little Boxes,8,1964-02-08
575,The Pixies Three,76,442 Glenwood Avenue,7,1964-02-08
576,Bill Black's Combo,77,Comin' On,5,1964-02-08
577,Tommy Tucker,78,Hi-Heel Sneakers,11,1964-02-08
578,Bobby Bare,79,Miller's Cave,7,1964-02-08
579,Anna King,80,If Somebody Told You,6,1964-02-08
580,Martha & The Vandellas,81,Live Wire,7,1964-02-08
581,Etta James,82,Baby What You Want Me To Do,3,1964-02-08
582,Bobby Vee,83,Stranger In Your Arms,3,1964-02-08
583,Little Peggy March,84,(I'm Watching) Every Little Move You Make,3,1964-02-08
584,Hank Williams Jr.,85,Long Gone Lonesome Blues,9,1964-02-08
585,Solomon Burke,86,He'll Have To Go,8,1964-02-08
586,Eddie Holland,87,Leaving Here,5,1964-02-08
587,Dee Dee Sharp,88,Where Did I Go Wrong,4,1964-02-08
588,The Diplomats,89,Here's A Heart,3,1964-02-08
589,The Drew-Vels,90,Tell Him,2,1964-02-08
590,Inez Foxx,91,Ask Me,3,1964-02-08
591,The Crystals,92,Little Boy,3,1964-02-08
592,Clyde McPhatter,93,Deep In The Heart Of Harlem,5,1964-02-08
593,The Crampton Sisters,94,I Didn't Know What Time It Was,2,1964-02-08
594,The Trashmen,95,Bird Dance Beat,7,1964-02-08
595,Jody Miller,96,He Walks Like A Man,6,1964-02-08
596,Little Johnny Taylor,97,Since I Found A New Love,4,1964-02-08
597,The Caravelles,98,Have You Ever Been Lonely (Have You Ever Been Blue),4,1964-02-08
598,The Devotions,99,Rip Van Winkle,10,1964-02-08
599,Little Jr. Parker,100,Strange Things Happening,2,1964-02-08
600,The Beatles,1,I Want To Hold Your Hand,15,1964-02-15
601,Lesley Gore,2,You Don't Own Me,13,1964-02-15
602,The Beatles,3,She Loves You,15,1964-02-15
603,The Rip Chords,4,Hey Little Cobra,14,1964-02-15
604,Major Lance,5,"Um, Um, Um, Um, Um, Um",11,1964-02-15
605,Rick Nelson,6,For You,11,1964-02-15
606,The Marketts,7,Out Of Limits,14,1964-02-15
607,Dionne Warwick,8,Anyone Who Had A Heart,14,1964-02-15
608,Al (He's the King) Hirt,9,Java,16,1964-02-15
609,The Tams,10,What Kind Of Fool (Do You Think I Am),14,1964-02-15
610,The 4 Seasons,11,Dawn (Go Away),13,1964-02-15
611,The Impressions,12,Talking About My Baby,9,1964-02-15
612,Andy Williams,13,A Fool Never Learns,10,1964-02-15
613,The Rivieras,14,California Sun,10,1964-02-15
614,The Trashmen,15,Surfin' Bird,13,1964-02-15
615,Dale & Grace,16,Stop And Think It Over,9,1964-02-15
616,Chubby Checker,17,Hooka Tooka,14,1964-02-15
617,Bobby Vinton,18,There! I've Said It Again,13,1964-02-15
618,Jimmy Gilmer And The Fireballs,19,Daisy Petal Pickin',11,1964-02-15
619,The Dixiebelles,20,"Southtown, U.S.A.",8,1964-02-15
620,Diane Renay,21,Navy Blue,12,1964-02-15
621,Bobby Goldsboro,22,See The Funny Little Clown,13,1964-02-15
622,The Kingsmen,23,Louie Louie,18,1964-02-15
623,Bobby Rydell,24,Forget Him,16,1964-02-15
624,Cliff Richard,25,It's All In The Game,13,1964-02-15
625,Dale Ward,26,Letter From Sherry,11,1964-02-15
626,Dusty Springfield,27,I Only Want To Be With You,10,1964-02-15
627,The Murmaids,28,Popsicles And Icicles,14,1964-02-15
628,Sam Cooke,29,Good News,10,1964-02-15
629,Sammy Davis Jr.,30,The Shelter Of Your Arms,17,1964-02-15
630,Mary Wells,31,What's Easy For Two Is So Hard For One,17,1964-02-15
631,The Ronettes,32,"Baby, I Love You",9,1964-02-15
632,Al Martino,33,I Love You More And More Every Day,11,1964-02-15
633,Brenda Lee,34,As Usual,11,1964-02-15
634,James Brown And The Famous Flames,35,Oh Baby Don't You Weep (Part 1),10,1964-02-15
635,Freddy Cannon,36,Abigail Beecher,8,1964-02-15
636,Henry Mancini And His Orchestra,37,Charade,11,1964-02-15
637,Tommy Roe,38,Come On,8,1964-02-15
638,Brook Benton,39,Going Going Gone,7,1964-02-15
639,Jan & Dean,40,Drag City,11,1964-02-15
640,The Angels,41,Wow Wow Wee (He's The Boy For Me),7,1964-02-15
641,The Tymes,42,Somewhere,11,1964-02-15
642,Patti LaBelle And The Blue Belles,43,You'll Never Walk Alone,8,1964-02-15
643,Nino Tempo & April Stevens,44,Whispering,9,1964-02-15
644,The Beatles,45,Please Please Me,13,1964-02-15
645,The Sapphires,46,Who Do You Love,12,1964-02-15
646,Timmy Shaw,47,Gonna Send You Back To Georgia (A City Slick),7,1964-02-15
647,The Drifters,48,Vaya Con Dios,7,1964-02-15
648,Shirley Ellis,49,The Nitty Gritty,14,1964-02-15
649,Gloria Lynne,50,I Wish You Love,12,1964-02-15
650,Gene Pitney,51,That Girl Belongs To Yesterday,7,1964-02-15
651,Skeeter Davis,52,He Says The Same Things To Me,7,1964-02-15
652,Steve & Eydie,53,I Can't Stop Talking About You,9,1964-02-15
653,The Beatles,54,I Saw Her Standing There,11,1964-02-15
654,The Pyramids,55,Penetration,10,1964-02-15
655,Bob And Earl,56,Harlem Shuffle,11,1964-02-15
656,Tommy Tucker,57,Hi-Heel Sneakers,11,1964-02-15
657,Martha & The Vandellas,58,Live Wire,7,1964-02-15
658,Santo & Johnny,59,I'll Remember (In The Still Of The Night),7,1964-02-15
659,Barbara Lewis,60,Puppy Love,12,1964-02-15
660,The Trashmen,61,Bird Dance Beat,7,1964-02-15
661,Bobby Bare,62,Miller's Cave,7,1964-02-15
662,The Baja Marimba Band,63,Comin' In The Back Door,9,1964-02-15
663,Rufus Thomas,64,Can Your Monkey Do The Dog,9,1964-02-15
664,The Pixies Three,65,442 Glenwood Avenue,7,1964-02-15
665,Tony Bennett,66,The Little Boy,9,1964-02-15
666,The Beatles With Tony Sheridan,67,My Bonnie (My Bonnie Lies Over The Ocean),6,1964-02-15
667,The Orlons,68,Shimmy Shimmy,5,1964-02-15
668,The Beach Boys,69,"Fun, Fun, Fun",11,1964-02-15
669,Johnny Mathis,70,Bye Bye Barbara,7,1964-02-15
670,Connie Francis,71,Blue Winter,9,1964-02-15
671,Solomon Burke,72,He'll Have To Go,8,1964-02-15
672,Pete Seeger,73,Little Boxes,8,1964-02-15
673,Otis Redding,74,Pain In My Heart,11,1964-02-15
674,Bill Black's Combo,75,Comin' On,5,1964-02-15
675,Louis Armstrong And The All Stars,76,"Hello, Dolly!",22,1964-02-15
676,The Dave Clark Five,77,Glad All Over,14,1964-02-15
677,The Crescents Featuring Chiyo,78,Pink Dominos,10,1964-02-15
678,Eddie Holland,79,Leaving Here,5,1964-02-15
679,Chris Crosby,80,Young And In Love,7,1964-02-15
680,The 4 Seasons,81,Stay,11,1964-02-15
681,Dee Dee Sharp,82,Where Did I Go Wrong,4,1964-02-15
682,Hank Williams Jr.,83,Long Gone Lonesome Blues,9,1964-02-15
683,Garnet Mimms,84,Tell Me Baby,7,1964-02-15
684,Jody Miller,85,He Walks Like A Man,6,1964-02-15
685,Johnny Cash,86,Understand Your Man,8,1964-02-15
686,Jack Jones,87,Love With The Proper Stranger,8,1964-02-15
687,The Duprees featuring Joey Vann,88,(It's No) Sin,5,1964-02-15
688,The Devotions,89,Rip Van Winkle,10,1964-02-15
689,The Drew-Vels,90,Tell Him,2,1964-02-15
690,Lefty Frizzell,91,"Saginaw, Michigan",5,1964-02-15
691,The Crampton Sisters,92,I Didn't Know What Time It Was,2,1964-02-15
692,Little Peggy March,93,(I'm Watching) Every Little Move You Make,3,1964-02-15
693,Etta James,94,Baby What You Want Me To Do,3,1964-02-15
694,The Caravelles,95,Have You Ever Been Lonely (Have You Ever Been Blue),4,1964-02-15
695,The Crystals,96,Little Boy,3,1964-02-15
696,James Brown And The Famous Flames,97,"Please, Please, Please",2,1964-02-15
697,The Diplomats,98,Here's A Heart,3,1964-02-15
698,Little Jr. Parker,99,Strange Things Happening,2,1964-02-15
699,Burl Ives,100,True Love Goes On And On,6,1964-02-15
700,The Beatles,1,I Want To Hold Your Hand,15,1964-02-22
701,The Beatles,2,She Loves You,15,1964-02-22
702,The 4 Seasons,3,Dawn (Go Away),13,1964-02-22
703,Lesley Gore,4,You Don't Own Me,13,1964-02-22
704,Al (He's the King) Hirt,5,Java,16,1964-02-22
705,Major Lance,6,"Um, Um, Um, Um, Um, Um",11,1964-02-22
706,The Rip Chords,7,Hey Little Cobra,14,1964-02-22
707,The Rivieras,8,California Sun,10,1964-02-22
708,The Tams,9,What Kind Of Fool (Do You Think I Am),14,1964-02-22
709,Diane Renay,10,Navy Blue,12,1964-02-22
710,Rick Nelson,11,For You,11,1964-02-22
711,Dale & Grace,12,Stop And Think It Over,9,1964-02-22
712,The Marketts,13,Out Of Limits,14,1964-02-22
713,The Impressions,14,Talking About My Baby,9,1964-02-22
714,The Dixiebelles,15,"Southtown, U.S.A.",8,1964-02-22
715,Dionne Warwick,16,Anyone Who Had A Heart,14,1964-02-22
716,Bobby Goldsboro,17,See The Funny Little Clown,13,1964-02-22
717,Andy Williams,18,A Fool Never Learns,10,1964-02-22
718,Chubby Checker,19,Hooka Tooka,14,1964-02-22
719,Dusty Springfield,20,I Only Want To Be With You,10,1964-02-22
720,Sam Cooke,21,Good News,10,1964-02-22
721,The Trashmen,22,Surfin' Bird,13,1964-02-22
722,Freddy Cannon,23,Abigail Beecher,8,1964-02-22
723,Al Martino,24,I Love You More And More Every Day,11,1964-02-22
724,Dale Ward,25,Letter From Sherry,11,1964-02-22
725,Sammy Davis Jr.,26,The Shelter Of Your Arms,17,1964-02-22
726,The Beach Boys,27,"Fun, Fun, Fun",11,1964-02-22
727,The Kingsmen,28,Louie Louie,18,1964-02-22
728,The Beatles,29,Please Please Me,13,1964-02-22
729,The Pyramids,30,Penetration,10,1964-02-22
730,Mary Wells,31,What's Easy For Two Is So Hard For One,17,1964-02-22
731,James Brown And The Famous Flames,32,Oh Baby Don't You Weep (Part 1),10,1964-02-22
732,Cliff Richard,33,It's All In The Game,13,1964-02-22
733,Bobby Rydell,34,Forget Him,16,1964-02-22
734,The Beatles,35,I Saw Her Standing There,11,1964-02-22
735,Brook Benton,36,Going Going Gone,7,1964-02-22
736,The Sapphires,37,Who Do You Love,12,1964-02-22
737,Tommy Roe,38,Come On,8,1964-02-22
738,Jimmy Gilmer And The Fireballs,39,Daisy Petal Pickin',11,1964-02-22
739,Bobby Vinton,40,There! I've Said It Again,13,1964-02-22
740,The Angels,41,Wow Wow Wee (He's The Boy For Me),7,1964-02-22
741,Tommy Tucker,42,Hi-Heel Sneakers,11,1964-02-22
742,The Trashmen,43,Bird Dance Beat,7,1964-02-22
743,Gloria Lynne,44,I Wish You Love,12,1964-02-22
744,Timmy Shaw,45,Gonna Send You Back To Georgia (A City Slick),7,1964-02-22
745,The Drifters,46,Vaya Con Dios,7,1964-02-22
746,Martha & The Vandellas,47,Live Wire,7,1964-02-22
747,Brenda Lee,48,As Usual,11,1964-02-22
748,Gene Pitney,49,That Girl Belongs To Yesterday,7,1964-02-22
749,The Murmaids,50,Popsicles And Icicles,14,1964-02-22
750,Bobby Bare,51,Miller's Cave,7,1964-02-22
751,Skeeter Davis,52,He Says The Same Things To Me,7,1964-02-22
752,Louis Armstrong And The All Stars,53,"Hello, Dolly!",22,1964-02-22
753,The Beatles With Tony Sheridan,54,My Bonnie (My Bonnie Lies Over The Ocean),6,1964-02-22
754,Barbara Lewis,55,Puppy Love,12,1964-02-22
755,The Pixies Three,56,442 Glenwood Avenue,7,1964-02-22
756,Rufus Thomas,57,Can Your Monkey Do The Dog,9,1964-02-22
757,Santo & Johnny,58,I'll Remember (In The Still Of The Night),7,1964-02-22
758,Connie Francis,59,Blue Winter,9,1964-02-22
759,Johnny Mathis,60,Bye Bye Barbara,7,1964-02-22
760,Bob And Earl,61,Harlem Shuffle,11,1964-02-22
761,Patti LaBelle And The Blue Belles,62,You'll Never Walk Alone,8,1964-02-22
762,Elvis Presley With The Jordanaires,63,Kissin' Cousins,9,1964-02-22
763,Solomon Burke,64,He'll Have To Go,8,1964-02-22
764,The Dave Clark Five,65,Glad All Over,14,1964-02-22
765,The Orlons,66,Shimmy Shimmy,5,1964-02-22
766,Chris Crosby,67,Young And In Love,7,1964-02-22
767,Bill Black's Combo,68,Comin' On,5,1964-02-22
768,Johnny Tillotson,69,Worried Guy,7,1964-02-22
769,Pete Seeger,70,Little Boxes,8,1964-02-22
770,Johnny Cash,71,Understand Your Man,8,1964-02-22
771,The 4 Seasons,72,Stay,11,1964-02-22
772,Jody Miller,73,He Walks Like A Man,6,1964-02-22
773,Jack Jones,74,Love With The Proper Stranger,8,1964-02-22
774,Hank Williams Jr.,75,Long Gone Lonesome Blues,9,1964-02-22
775,Eddie Holland,76,Leaving Here,5,1964-02-22
776,The Devotions,77,Rip Van Winkle,10,1964-02-22
777,The Crescents Featuring Chiyo,78,Pink Dominos,10,1964-02-22
778,Nino Tempo & April Stevens,79,Stardust,6,1964-02-22
779,Garnet Mimms,80,Tell Me Baby,7,1964-02-22
780,The Monarchs,81,Look Homeward Angel,13,1964-02-22
781,Nat King Cole,82,"My True Carrie, Love",6,1964-02-22
782,Ray Charles and his Orchestra,83,"Baby, Don't You Cry (The New Swingova Rhythm)",7,1964-02-22
783,The Duprees featuring Joey Vann,84,(It's No) Sin,5,1964-02-22
784,Dee Dee Sharp,85,Where Did I Go Wrong,4,1964-02-22
785,Shirley Ellis,86,(That's) What The Nitty Gritty Is,6,1964-02-22
786,Lefty Frizzell,87,"Saginaw, Michigan",5,1964-02-22
787,Dean And Jean,88,"Hey Jean, Hey Dean",8,1964-02-22
788,Dick and DeeDee,89,All My Trials,3,1964-02-22
789,Sunny & The Sunliners,90,Out Of Sight - Out Of Mind,5,1964-02-22
790,Scott English,91,High On A Hill,5,1964-02-22
791,Skeeter Davis,92,How Much Can A Lonely Heart Stand,1,1964-02-22
792,Bobby Vee With The Eligibles,93,I'll Make You Mine,8,1964-02-22
793,The Caravelles,94,Have You Ever Been Lonely (Have You Ever Been Blue),4,1964-02-22
794,James Brown And The Famous Flames,95,"Please, Please, Please",2,1964-02-22
795,Bruce & Terry,96,Custom Machine,3,1964-02-22
796,Donna Lynn,97,My Boyfriend Got A Beatle Haircut,4,1964-02-22
797,The Marvelettes,98,He's A Good Guy (Yes He Is),7,1964-02-22
798,Terry Stafford,99,Suspicion,15,1964-02-22
799,Booker T. & The MG's,100,Mo-Onions,3,1964-02-22
800,The Beatles,1,I Want To Hold Your Hand,15,1964-02-29
801,The Beatles,2,She Loves You,15,1964-02-29
802,The 4 Seasons,3,Dawn (Go Away),13,1964-02-29
803,Al (He's the King) Hirt,4,Java,16,1964-02-29
804,The Rivieras,5,California Sun,10,1964-02-29
805,The Beatles,6,Please Please Me,13,1964-02-29
806,Lesley Gore,7,You Don't Own Me,13,1964-02-29
807,Diane Renay,8,Navy Blue,12,1964-02-29
808,Dale & Grace,9,Stop And Think It Over,9,1964-02-29
809,Major Lance,10,"Um, Um, Um, Um, Um, Um",11,1964-02-29
810,The Rip Chords,11,Hey Little Cobra,14,1964-02-29
811,Bobby Goldsboro,12,See The Funny Little Clown,13,1964-02-29
812,Sam Cooke,13,Good News,10,1964-02-29
813,Dusty Springfield,14,I Only Want To Be With You,10,1964-02-29
814,Al Martino,15,I Love You More And More Every Day,11,1964-02-29
815,Andy Williams,16,A Fool Never Learns,10,1964-02-29
816,The Beach Boys,17,"Fun, Fun, Fun",11,1964-02-29
817,Freddy Cannon,18,Abigail Beecher,8,1964-02-29
818,The Impressions,19,Talking About My Baby,9,1964-02-29
